timestamp,product_id,inventory_level,demand,competitor_price,price_sold
2024-01-18T12:00:00,sony-wh-1000xm5,180,97.55,397.08,428.1
2024-02-28T15:00:00,sony-wh-1000xm5,135,81.54,343.12,422.49
2024-10-21T15:00:00,logitech-mx-master-3,375,100.0,96.4,110.54
2024-07-28T09:00:00,galaxy-s24,120,71.3,720.7,791.98
2024-06-08T15:00:00,galaxy-s24,124,92.22,825.83,989.55
2024-09-13T09:00:00,logitech-mx-master-3,202,100.0,91.12,122.71
2024-05-22T15:00:00,logitech-mx-master-3,385,95.61,103.97,116.28
2024-07-21T18:00:00,iphone-15-pro,98,100.0,967.78,1276.79
2024-10-18T15:00:00,iphone-15-pro,145,90.15,897.83,1023.9
2024-08-08T15:00:00,galaxy-s24,141,100.0,714.94,936.9
2024-04-05T09:00:00,dell-xps-13,92,83.62,1145.57,1375.31
2024-05-20T15:00:00,galaxy-s24,107,80.24,868.59,1024.74
2024-03-12T12:00:00,logitech-mx-master-3,111,100.0,103.87,149.27
2024-06-20T09:00:00,logitech-mx-master-3,373,100.0,97.11,114.03
2024-07-22T15:00:00,sony-wh-1000xm5,131,100.0,331.26,436.07
2024-08-06T09:00:00,dell-xps-13,68,82.95,1100.71,1414.88
2024-04-08T09:00:00,iphone-15-pro,81,96.87,1117.51,1440.58
2024-02-21T12:00:00,sony-wh-1000xm5,137,95.95,349.56,450.55
2024-01-16T18:00:00,galaxy-s24,150,100.0,865.29,936.91
2024-10-03T15:00:00,galaxy-s24,137,99.68,774.1,947.78
2024-08-23T18:00:00,galaxy-s24,139,91.48,804.1,900.41
2024-09-13T12:00:00,dell-xps-13,89,87.42,1141.64,1326.42
2024-05-19T15:00:00,dell-xps-13,67,97.78,1275.59,1615.96
2024-06-23T15:00:00,logitech-mx-master-3,442,75.07,100.57,96.47
2024-09-20T15:00:00,galaxy-s24,133,90.53,735.05,885.25
2024-02-04T12:00:00,iphone-15-pro,137,94.13,1104.5,1207.48
2024-04-29T09:00:00,dell-xps-13,93,100.0,1180.37,1537.82
2024-09-10T12:00:00,iphone-15-pro,152,91.46,1096.6,1128.05
2024-10-12T12:00:00,sony-wh-1000xm5,114,98.66,343.03,422.53
2024-09-12T09:00:00,iphone-15-pro,98,100.0,1101.31,1259.42
2024-06-16T15:00:00,sony-wh-1000xm5,165,100.0,354.65,422.04
2024-10-03T18:00:00,iphone-15-pro,118,100.0,1060.1,1209.61
2024-01-30T12:00:00,iphone-15-pro,163,77.34,1138.29,1113.29
2024-10-12T15:00:00,galaxy-s24,130,69.06,787.35,825.76
2024-04-01T12:00:00,dell-xps-13,75,100.0,1149.97,1579.72
2024-07-07T12:00:00,sony-wh-1000xm5,125,100.0,350.42,442.73
2024-09-26T18:00:00,sony-wh-1000xm5,138,77.83,324.07,377.72
2024-07-12T18:00:00,dell-xps-13,81,83.33,1157.91,1351.3
2024-07-23T09:00:00,sony-wh-1000xm5,178,100.0,322.94,401.21
2024-08-27T18:00:00,sony-wh-1000xm5,135,74.4,343.97,395.18
2024-07-12T15:00:00,galaxy-s24,76,97.17,844.14,1076.32
2024-05-23T12:00:00,iphone-15-pro,110,100.0,1119.13,1307.88
2024-01-22T09:00:00,logitech-mx-master-3,338,76.04,99.14,109.25
2024-07-27T18:00:00,sony-wh-1000xm5,217,97.39,344.54,367.45
2024-02-03T09:00:00,dell-xps-13,73,98.98,1065.42,1450.39
2024-06-10T15:00:00,galaxy-s24,98,100.0,816.36,1101.75
2024-10-14T15:00:00,logitech-mx-master-3,266,81.66,99.61,115.9
2024-03-09T15:00:00,sony-wh-1000xm5,197,100.0,356.3,408.95
2024-08-21T15:00:00,sony-wh-1000xm5,125,100.0,357.86,441.15
2024-02-15T09:00:00,sony-wh-1000xm5,156,100.0,370.31,386.07
2024-04-01T09:00:00,dell-xps-13,62,100.0,1158.2,1629.22
2024-05-29T18:00:00,dell-xps-13,119,78.76,1279.77,1345.84
2024-10-15T12:00:00,galaxy-s24,110,100.0,775.04,1021.71
2024-02-21T18:00:00,iphone-15-pro,97,100.0,1116.76,1381.5
2024-10-25T12:00:00,sony-wh-1000xm5,200,100.0,307.75,362.5
2024-10-15T18:00:00,galaxy-s24,139,99.1,758.57,988.55
2024-08-28T18:00:00,iphone-15-pro,114,89.54,1049.2,1201.96
2024-07-19T12:00:00,logitech-mx-master-3,354,100.0,97.44,111.01
2024-04-08T15:00:00,sony-wh-1000xm5,121,100.0,337.77,458.29
2024-06-23T15:00:00,galaxy-s24,107,91.69,786.18,1008.61
2024-08-16T15:00:00,galaxy-s24,149,100.0,757.03,926.97
2024-06-12T15:00:00,galaxy-s24,137,99.73,762.33,1003.08
2024-05-15T09:00:00,dell-xps-13,77,100.0,1215.34,1588.61
2024-06-30T15:00:00,dell-xps-13,53,76.68,1194.17,1455.29
2024-04-12T12:00:00,logitech-mx-master-3,351,100.0,116.64,124.76
2024-05-30T09:00:00,galaxy-s24,131,100.0,776.56,1014.86
2024-04-28T15:00:00,logitech-mx-master-3,305,97.34,110.72,127.19
2024-03-15T18:00:00,dell-xps-13,56,92.45,1274.95,1575.52
2024-05-18T09:00:00,sony-wh-1000xm5,196,100.0,338.81,398.62
2024-07-02T18:00:00,sony-wh-1000xm5,109,93.62,372.35,458.25
2024-03-23T12:00:00,sony-wh-1000xm5,229,100.0,392.35,355.12
2024-08-05T15:00:00,galaxy-s24,124,100.0,718.21,999.64
2024-10-12T09:00:00,iphone-15-pro,169,80.07,997.17,964.32
2024-09-03T12:00:00,sony-wh-1000xm5,249,85.9,340.7,328.02
2024-10-10T15:00:00,logitech-mx-master-3,234,100.0,96.48,121.16
2024-05-20T15:00:00,iphone-15-pro,173,98.92,1129.56,1195.0
2024-03-07T09:00:00,galaxy-s24,89,83.19,872.87,1053.51
2024-09-05T12:00:00,logitech-mx-master-3,296,98.99,88.18,111.71
2024-05-16T18:00:00,logitech-mx-master-3,216,95.03,108.95,135.98
2024-08-14T12:00:00,dell-xps-13,86,82.32,1167.23,1364.7
2024-06-01T09:00:00,dell-xps-13,89,100.0,1262.84,1535.05
2024-09-10T09:00:00,dell-xps-13,118,94.95,1105.28,1345.04
2024-09-10T18:00:00,sony-wh-1000xm5,201,100.0,349.21,390.81
2024-06-03T12:00:00,dell-xps-13,66,100.0,1288.71,1630.23
2024-08-05T15:00:00,sony-wh-1000xm5,121,100.0,363.34,450.15
2024-07-28T15:00:00,logitech-mx-master-3,445,99.68,89.64,98.55
2024-09-28T12:00:00,iphone-15-pro,63,100.0,963.49,1297.73
2024-08-16T15:00:00,iphone-15-pro,120,62.55,965.92,965.08
2024-04-30T15:00:00,sony-wh-1000xm5,100,90.45,353.15,471.81
2024-04-16T15:00:00,galaxy-s24,97,100.0,844.92,1144.83
2024-03-21T15:00:00,sony-wh-1000xm5,130,98.64,399.72,473.05
2024-02-07T12:00:00,logitech-mx-master-3,288,88.24,106.39,124.03
2024-08-31T18:00:00,sony-wh-1000xm5,126,96.48,347.11,418.88
2024-09-22T09:00:00,iphone-15-pro,106,84.8,1015.05,1136.78
2024-08-03T09:00:00,logitech-mx-master-3,387,71.73,85.78,90.77
2024-05-22T09:00:00,logitech-mx-master-3,271,100.0,105.19,129.68
2024-01-06T12:00:00,logitech-mx-master-3,227,75.17,105.9,118.92
2024-05-01T15:00:00,iphone-15-pro,89,100.0,1042.39,1378.37
2024-09-12T12:00:00,iphone-15-pro,170,89.28,1096.9,1051.8
2024-09-17T15:00:00,iphone-15-pro,117,100.0,1061.24,1184.75
2024-07-16T15:00:00,dell-xps-13,106,100.0,1200.12,1472.37
2024-06-11T18:00:00,iphone-15-pro,143,99.41,990.09,1227.37
2024-07-15T15:00:00,galaxy-s24,112,100.0,808.19,1051.16
2024-04-19T12:00:00,galaxy-s24,122,87.16,834.84,1002.0
2024-10-13T18:00:00,logitech-mx-master-3,274,82.98,99.54,113.59
2024-08-27T12:00:00,sony-wh-1000xm5,128,100.0,348.14,382.67
2024-10-15T15:00:00,iphone-15-pro,149,83.15,957.63,1050.73
2024-01-27T15:00:00,iphone-15-pro,117,95.89,1065.46,1250.44
2024-08-09T18:00:00,logitech-mx-master-3,355,85.46,89.86,102.17
2024-06-06T18:00:00,galaxy-s24,167,88.77,805.17,904.83
2024-09-05T12:00:00,dell-xps-13,91,100.0,1132.8,1395.74
2024-08-21T09:00:00,iphone-15-pro,141,83.35,946.12,1069.06
2024-05-03T18:00:00,dell-xps-13,84,100.0,1187.67,1512.88
2024-09-23T12:00:00,dell-xps-13,97,100.0,1105.88,1420.12
2024-10-11T15:00:00,sony-wh-1000xm5,126,88.81,353.12,403.31
2024-06-04T15:00:00,logitech-mx-master-3,421,100.0,103.92,115.57
2024-09-16T12:00:00,galaxy-s24,156,79.43,742.02,829.48
2024-07-25T18:00:00,sony-wh-1000xm5,166,82.7,340.32,383.92
2024-06-26T09:00:00,iphone-15-pro,100,100.0,950.32,1300.7
2024-08-10T15:00:00,iphone-15-pro,116,72.96,1000.47,1056.05
2024-04-20T15:00:00,galaxy-s24,122,98.73,825.28,1044.49
2024-06-30T09:00:00,dell-xps-13,92,100.0,1192.63,1498.35
2024-06-26T09:00:00,sony-wh-1000xm5,176,93.89,365.6,406.17
2024-04-04T12:00:00,galaxy-s24,86,63.8,850.23,841.62
2024-01-24T18:00:00,galaxy-s24,150,95.36,852.41,993.38
2024-01-09T15:00:00,sony-wh-1000xm5,55,100.0,375.89,513.85
2024-07-16T12:00:00,logitech-mx-master-3,255,94.38,98.66,124.06
2024-06-15T12:00:00,logitech-mx-master-3,422,93.44,97.87,105.37
2024-08-20T18:00:00,logitech-mx-master-3,368,89.79,88.57,103.22
2024-04-16T09:00:00,sony-wh-1000xm5,176,100.0,347.17,429.54
2024-04-05T09:00:00,iphone-15-pro,106,83.26,1116.45,1243.22
2024-10-05T18:00:00,dell-xps-13,68,100.0,1053.19,1405.33
2024-06-20T15:00:00,logitech-mx-master-3,365,100.0,96.7,112.06
2024-10-10T18:00:00,galaxy-s24,136,91.38,760.06,907.79
2024-04-20T12:00:00,logitech-mx-master-3,374,100.0,115.4,123.02
2024-10-23T15:00:00,dell-xps-13,104,71.0,1153.62,1236.83
2024-08-10T18:00:00,galaxy-s24,114,100.0,750.37,975.62
2024-07-13T12:00:00,iphone-15-pro,119,91.91,881.83,1132.51
2024-10-14T15:00:00,sony-wh-1000xm5,174,99.24,349.99,408.58
2024-08-16T18:00:00,logitech-mx-master-3,361,100.0,88.21,104.44
2024-08-18T09:00:00,galaxy-s24,120,87.02,793.05,933.6
2024-07-25T18:00:00,iphone-15-pro,119,100.0,982.63,1223.35
2024-05-05T18:00:00,iphone-15-pro,131,100.0,1091.14,1286.09
2024-01-16T12:00:00,dell-xps-13,91,100.0,1265.03,1574.4
2024-10-07T18:00:00,sony-wh-1000xm5,134,92.23,349.79,414.74
2024-01-13T15:00:00,galaxy-s24,121,82.18,849.69,957.36
2024-05-14T18:00:00,iphone-15-pro,148,100.0,1150.5,1294.26
2024-10-12T12:00:00,logitech-mx-master-3,274,100.0,97.58,117.94
2024-08-23T12:00:00,dell-xps-13,97,91.18,1263.56,1199.36
2024-04-01T12:00:00,sony-wh-1000xm5,209,97.08,391.65,425.68
2024-05-03T09:00:00,galaxy-s24,116,95.4,831.32,1029.25
2024-06-13T15:00:00,dell-xps-13,71,100.0,1229.48,1562.26
2024-02-06T15:00:00,dell-xps-13,76,100.0,1064.07,1524.64
2024-08-15T12:00:00,galaxy-s24,143,89.24,756.7,909.12
2024-01-10T15:00:00,logitech-mx-master-3,335,100.0,100.72,119.6
2024-02-15T18:00:00,logitech-mx-master-3,362,100.0,110.47,121.9
2024-06-18T12:00:00,galaxy-s24,181,86.97,768.76,805.61
2024-03-23T09:00:00,logitech-mx-master-3,332,100.0,100.28,119.69
2024-08-18T15:00:00,logitech-mx-master-3,402,96.2,88.26,98.87
2024-04-21T12:00:00,iphone-15-pro,79,100.0,1012.97,1388.9
2024-06-28T18:00:00,sony-wh-1000xm5,97,73.76,365.43,421.65
2024-01-12T12:00:00,dell-xps-13,62,94.74,1203.36,1495.41
2024-08-25T15:00:00,sony-wh-1000xm5,160,100.0,351.42,418.19
2024-10-01T18:00:00,sony-wh-1000xm5,162,100.0,351.01,420.74
2024-05-15T18:00:00,iphone-15-pro,152,75.4,1165.83,1116.74
2024-07-04T12:00:00,galaxy-s24,149,100.0,844.86,997.06
2024-05-05T09:00:00,dell-xps-13,98,97.46,1198.34,1484.75
2024-07-23T09:00:00,iphone-15-pro,43,91.87,977.74,1407.03
2024-08-21T18:00:00,iphone-15-pro,150,100.0,949.85,1141.29
2024-05-11T15:00:00,logitech-mx-master-3,222,89.52,107.18,127.62
2024-08-18T12:00:00,galaxy-s24,162,100.0,799.42,948.4
2024-02-21T15:00:00,iphone-15-pro,103,100.0,1107.44,1369.71
2024-04-07T09:00:00,galaxy-s24,162,88.47,807.09,944.78
2024-08-25T18:00:00,sony-wh-1000xm5,197,85.03,352.74,364.85
2024-06-23T18:00:00,logitech-mx-master-3,373,100.0,100.12,116.51
2024-04-16T12:00:00,sony-wh-1000xm5,169,100.0,351.25,429.15
2024-04-10T09:00:00,sony-wh-1000xm5,158,100.0,338.26,433.32
2024-02-11T15:00:00,galaxy-s24,138,97.17,789.53,987.34
2024-07-24T09:00:00,dell-xps-13,91,100.0,1149.75,1452.57
2024-02-01T15:00:00,sony-wh-1000xm5,238,88.01,394.3,368.87
2024-05-25T15:00:00,sony-wh-1000xm5,129,85.01,350.86,427.63
2024-07-23T18:00:00,iphone-15-pro,124,100.0,987.61,1244.2
2024-09-05T18:00:00,dell-xps-13,85,89.65,1139.29,1368.48
2024-07-24T18:00:00,iphone-15-pro,66,79.16,968.77,1237.43
2024-07-16T09:00:00,galaxy-s24,97,98.86,815.29,971.87
2024-01-08T15:00:00,logitech-mx-master-3,184,94.36,99.66,134.9
2024-09-29T09:00:00,dell-xps-13,115,82.06,1015.51,1183.36
2024-04-16T15:00:00,dell-xps-13,72,100.0,1214.53,1631.69
2024-03-29T09:00:00,dell-xps-13,58,98.87,1154.16,1551.1
2024-02-17T12:00:00,iphone-15-pro,85,84.4,1086.07,1284.1
2024-05-09T12:00:00,dell-xps-13,47,88.97,1259.57,1599.35
2024-06-02T15:00:00,dell-xps-13,79,75.3,1270.6,1399.03
2024-04-15T09:00:00,dell-xps-13,69,100.0,1186.37,1597.01
2024-04-05T12:00:00,dell-xps-13,88,89.32,1141.36,1426.6
2024-03-06T15:00:00,sony-wh-1000xm5,221,100.0,364.93,401.04
2024-04-02T12:00:00,iphone-15-pro,93,100.0,1063.48,1417.26
2024-06-13T12:00:00,iphone-15-pro,99,100.0,978.52,1293.32
2024-04-18T12:00:00,galaxy-s24,87,100.0,845.06,1125.23
2024-10-08T12:00:00,iphone-15-pro,128,100.0,1069.46,1243.76
2024-02-18T18:00:00,iphone-15-pro,85,100.0,1099.48,1401.42
2024-03-19T18:00:00,dell-xps-13,103,100.0,1273.29,1570.88
2024-09-06T18:00:00,iphone-15-pro,100,82.25,1049.07,1139.12
2024-07-03T12:00:00,sony-wh-1000xm5,205,100.0,370.96,400.45
2024-10-25T09:00:00,logitech-mx-master-3,274,79.24,97.88,108.2
2024-10-26T15:00:00,galaxy-s24,152,100.0,741.77,918.47
2024-01-20T18:00:00,iphone-15-pro,125,89.5,1020.26,1180.28
2024-02-16T09:00:00,galaxy-s24,106,89.46,801.66,1003.86
2024-06-25T09:00:00,dell-xps-13,77,100.0,1150.46,1533.04
2024-02-10T15:00:00,galaxy-s24,155,70.76,799.14,825.31
2024-08-23T12:00:00,iphone-15-pro,94,100.0,940.93,1201.13
2024-10-19T18:00:00,iphone-15-pro,158,100.0,904.07,1063.42
2024-04-29T15:00:00,sony-wh-1000xm5,160,100.0,359.97,450.26
2024-09-07T12:00:00,dell-xps-13,69,78.66,1086.98,1307.73
2024-08-19T09:00:00,logitech-mx-master-3,327,90.31,88.58,109.33
2024-04-19T12:00:00,iphone-15-pro,124,77.9,1027.28,1138.28
2024-01-15T12:00:00,logitech-mx-master-3,233,100.0,99.49,132.42
2024-03-06T18:00:00,dell-xps-13,103,91.51,1247.91,1469.9
2024-02-06T18:00:00,iphone-15-pro,117,74.27,1111.41,1205.59
2024-10-07T12:00:00,iphone-15-pro,71,94.59,1062.77,1319.51
2024-10-05T12:00:00,dell-xps-13,88,89.22,1045.58,1283.99
2024-04-28T15:00:00,dell-xps-13,66,100.0,1188.09,1590.85
2024-09-08T09:00:00,dell-xps-13,105,96.88,1107.9,1362.44
2024-06-16T09:00:00,galaxy-s24,158,100.0,733.74,956.35
2024-06-05T12:00:00,galaxy-s24,132,100.0,763.73,1026.35
2024-01-18T18:00:00,sony-wh-1000xm5,130,100.0,387.93,456.69
2024-07-16T09:00:00,sony-wh-1000xm5,171,100.0,341.33,414.01
2024-07-22T15:00:00,galaxy-s24,79,94.55,755.74,1062.14
2024-09-25T12:00:00,galaxy-s24,89,100.0,712.63,1017.62
2024-09-13T09:00:00,dell-xps-13,80,75.63,1137.41,1265.18
2024-09-17T18:00:00,iphone-15-pro,148,100.0,1070.85,1192.37
2024-09-04T12:00:00,galaxy-s24,120,100.0,767.03,993.03
2024-09-07T18:00:00,logitech-mx-master-3,308,79.91,89.19,103.8
2024-04-30T18:00:00,logitech-mx-master-3,274,100.0,108.61,133.58
2024-01-23T18:00:00,iphone-15-pro,93,100.0,1087.56,1382.79
2024-03-17T18:00:00,logitech-mx-master-3,237,100.0,97.7,131.95
2024-07-22T18:00:00,dell-xps-13,79,87.99,1136.58,1398.58
2024-04-09T09:00:00,logitech-mx-master-3,201,98.44,115.17,130.53
2024-08-17T09:00:00,logitech-mx-master-3,301,100.0,88.69,111.54
2024-05-02T09:00:00,logitech-mx-master-3,119,100.0,109.56,148.19
2024-02-28T15:00:00,galaxy-s24,92,94.19,868.49,1107.48
2024-07-21T15:00:00,iphone-15-pro,109,99.08,954.43,1222.15
2024-09-23T12:00:00,logitech-mx-master-3,486,100.0,94.55,99.57
2024-05-09T12:00:00,sony-wh-1000xm5,184,98.11,356.61,406.54
2024-07-17T12:00:00,dell-xps-13,85,100.0,1177.4,1490.42
2024-09-09T15:00:00,sony-wh-1000xm5,132,87.64,343.37,416.22
2024-05-19T12:00:00,logitech-mx-master-3,183,100.0,106.36,141.85
2024-10-14T18:00:00,iphone-15-pro,91,100.0,967.88,1289.24
2024-05-09T12:00:00,galaxy-s24,108,100.0,789.52,1062.48
2024-02-02T18:00:00,dell-xps-13,104,95.03,1073.16,1344.36
2024-07-08T15:00:00,dell-xps-13,73,89.62,1170.25,1468.43
2024-03-29T15:00:00,iphone-15-pro,109,100.0,1018.84,1300.97
2024-09-01T09:00:00,dell-xps-13,57,85.3,1119.93,1394.7
2024-07-08T12:00:00,galaxy-s24,106,81.03,826.61,868.91
2024-01-30T15:00:00,logitech-mx-master-3,284,88.82,105.15,122.43
2024-09-05T12:00:00,sony-wh-1000xm5,80,100.0,340.64,454.99
2024-01-23T12:00:00,logitech-mx-master-3,289,100.0,102.47,127.25
2024-05-31T18:00:00,sony-wh-1000xm5,102,100.0,352.54,465.92
2024-01-29T18:00:00,dell-xps-13,87,66.22,1141.05,1277.97
2024-06-08T18:00:00,galaxy-s24,92,96.26,827.09,1054.69
2024-01-05T12:00:00,iphone-15-pro,121,100.0,1031.96,1232.75
2024-04-27T15:00:00,logitech-mx-master-3,417,89.71,114.63,113.73
2024-10-08T15:00:00,logitech-mx-master-3,319,100.0,96.73,115.41
2024-10-23T09:00:00,logitech-mx-master-3,229,100.0,95.31,121.54
2024-04-06T09:00:00,logitech-mx-master-3,196,95.61,115.36,140.06
2024-07-04T15:00:00,iphone-15-pro,69,100.0,950.35,1330.68
2024-04-07T12:00:00,galaxy-s24,167,100.0,800.94,995.79
2024-02-04T12:00:00,dell-xps-13,109,94.53,1093.07,1379.06
2024-08-08T15:00:00,dell-xps-13,95,76.49,1140.84,1260.64
2024-07-05T12:00:00,iphone-15-pro,103,73.49,941.79,1104.94
2024-02-29T09:00:00,iphone-15-pro,115,100.0,1146.91,1336.96
2024-03-22T12:00:00,sony-wh-1000xm5,168,100.0,394.34,441.68
2024-07-11T15:00:00,logitech-mx-master-3,224,100.0,101.32,127.66
2024-05-23T09:00:00,galaxy-s24,103,100.0,877.08,1090.58
2024-06-29T18:00:00,dell-xps-13,78,100.0,1177.85,1491.39
2024-06-06T15:00:00,logitech-mx-master-3,304,95.18,101.87,120.95
2024-03-18T09:00:00,iphone-15-pro,70,96.6,1049.78,1442.92
2024-02-03T15:00:00,logitech-mx-master-3,129,100.0,103.37,141.05
2024-01-28T12:00:00,galaxy-s24,119,75.05,802.55,935.96
2024-02-06T09:00:00,iphone-15-pro,100,88.99,1105.91,1314.69
2024-09-01T18:00:00,logitech-mx-master-3,326,100.0,87.63,110.78
2024-08-09T12:00:00,galaxy-s24,133,100.0,727.85,942.82
2024-08-11T15:00:00,iphone-15-pro,117,100.0,995.63,1222.0
2024-02-23T12:00:00,dell-xps-13,108,99.38,1240.06,1468.24
2024-03-14T18:00:00,iphone-15-pro,75,100.0,1094.95,1413.53
2024-10-07T09:00:00,iphone-15-pro,108,83.33,1064.19,1174.67
2024-09-17T15:00:00,logitech-mx-master-3,256,100.0,92.6,123.1
2024-07-29T18:00:00,sony-wh-1000xm5,173,100.0,340.16,409.74
2024-03-12T15:00:00,iphone-15-pro,116,100.0,1093.17,1366.55
2024-08-09T15:00:00,galaxy-s24,117,93.08,730.31,936.74
2024-08-25T18:00:00,logitech-mx-master-3,334,100.0,90.71,111.52
2024-06-21T12:00:00,sony-wh-1000xm5,124,95.63,365.23,442.57
2024-06-02T12:00:00,galaxy-s24,103,80.67,796.08,979.85
2024-05-18T09:00:00,dell-xps-13,95,100.0,1269.2,1528.09
2024-10-06T12:00:00,iphone-15-pro,90,79.17,1069.09,1183.1
2024-09-26T15:00:00,logitech-mx-master-3,302,95.12,96.69,112.32
2024-03-13T12:00:00,dell-xps-13,68,98.15,1309.19,1652.42
2024-03-19T15:00:00,dell-xps-13,54,100.0,1268.54,1708.81
2024-04-23T18:00:00,logitech-mx-master-3,257,78.61,108.38,128.06
2024-02-07T09:00:00,logitech-mx-master-3,302,91.6,105.34,123.06
2024-04-25T18:00:00,sony-wh-1000xm5,230,88.12,367.85,371.93
2024-08-14T09:00:00,iphone-15-pro,116,100.0,993.27,1232.77
2024-08-16T12:00:00,dell-xps-13,87,83.27,1154.36,1290.22
2024-06-04T18:00:00,logitech-mx-master-3,433,88.67,102.1,106.45
2024-03-03T09:00:00,sony-wh-1000xm5,97,100.0,338.63,472.58
2024-06-12T09:00:00,galaxy-s24,119,91.14,780.77,1006.42
2024-07-14T09:00:00,sony-wh-1000xm5,144,96.62,341.03,412.95
2024-04-30T18:00:00,iphone-15-pro,123,92.43,1026.54,1267.98
2024-03-29T18:00:00,iphone-15-pro,90,92.89,1016.1,1306.35
2024-07-25T15:00:00,galaxy-s24,91,91.25,758.3,992.75
2024-02-28T18:00:00,sony-wh-1000xm5,152,96.34,341.52,431.13
